DATETIME,ISIN,PRICE
'2022-09-05','ES00000128E2',150.41
'2022-09-12','ES00000128E2',150.38
'2022-09-19','ES00000128E2',150.21
'2022-09-26','ES00000128E2',150.31
'2022-10-03','ES00000128E2',150.36
'2022-10-10','ES00000128E2',150.37
'2022-10-17','ES00000128E2',150.51
'2022-10-24','ES00000128E2',150.34
'2022-10-31','ES00000128E2',165.286
'2022-11-07','ES00000128E2',150.38
'2022-11-14','ES00000128E2',150.25
'2022-11-21','ES00000128E2',150.51
'2022-11-28','ES00000128E2',151.11
'2022-12-05','ES00000128E2',150.33
'2022-12-12','ES00000128E2',150.72
'2022-12-19','ES00000128E2',150.84
'2022-12-27','ES00000128E2',150.7
'2023-01-02','ES00000128E2',150.64
'2023-01-09','ES00000128E2',150.49
'2023-01-16','ES00000128E2',150.05
'2023-01-23','ES00000128E2',150.18
'2023-01-30','ES00000128E2',150.24
'2023-02-06','ES00000128E2',150.99
'2023-02-13','ES00000128E2',150.66
'2023-02-20','ES00000128E2',150.61
'2023-02-27','ES00000128E2',150.4
'2023-03-06','ES00000128E2',150.61
'2023-03-13','ES00000128E2',150.37
'2023-03-20','ES00000128E2',150.36
'2023-03-27','ES00000128E2',150.42
'2023-04-03','ES00000128E2',150.34
'2023-04-11','ES00000128E2',150.79
'2023-04-17','ES00000128E2',150.94
'2023-04-24','ES00000128E2',150.53
'2023-05-01','ES00000128E2',150.4
'2023-05-08','ES00000128E2',150.64
'2023-05-15','ES00000128E2',150.23
'2023-05-22','ES00000128E2',150.52
'2023-05-29','ES00000128E2',150.74
'2023-06-05','ES00000128E2',150.47
'2023-06-13','ES00000128E2',150.55
'2023-06-19','ES00000128E2',150.38
'2023-06-26','ES00000128E2',150.43
'2023-07-03','ES00000128E2',150.98
'2023-07-10','ES00000128E2',150.46
'2023-07-17','ES00000128E2',150.62
'2023-07-24','ES00000128E2',150.62
'2023-07-31','ES00000128E2',150.49
'2023-08-07','ES00000128E2',150.21
'2023-08-14','ES00000128E2',150.72
'2023-08-21','ES00000128E2',150.61
'2023-08-28','ES00000128E2',150.45
'2023-08-31','ES00000128E2',150.39
'2018-10-08','ES0000012932',147.32
'2018-10-15','ES0000012932',147.36
'2018-10-22','ES0000012932',147.28
'2018-10-29','ES0000012932',147.29
'2018-11-05','ES0000012932',147.19
'2018-11-12','ES0000012932',147.15
'2018-11-19','ES0000012932',147.3
'2018-11-26','ES0000012932',147.47
'2018-12-03','ES0000012932',147.31
'2018-12-10','ES0000012932',147.22
'2018-12-17','ES0000012932',147.24
'2018-12-24','ES0000012932',147.33
'2018-12-31','ES0000012932',147.4
'2019-01-07','ES0000012932',147.32
'2019-01-14','ES0000012932',147.52
'2019-01-21','ES0000012932',147.23
'2019-01-28','ES0000012932',147.26
'2019-02-04','ES0000012932',147.14
'2019-02-11','ES0000012932',147.47
'2019-02-18','ES0000012932',147.44
'2019-02-25','ES0000012932',147.34
'2019-03-04','ES0000012932',147.3
'2019-03-11','ES0000012932',147.23
'2019-03-18','ES0000012932',147.46
'2019-03-25','ES0000012932',147.4
'2019-04-01','ES0000012932',147.28
'2019-04-08','ES0000012932',147.47
'2019-04-15','ES0000012932',147.35
'2019-04-23','ES0000012932',147.35
'2019-04-29','ES0000012932',147.3
'2019-05-06','ES0000012932',147.3
'2019-05-13','ES0000012932',147.43
'2019-05-20','ES0000012932',147.29
'2019-05-27','ES0000012932',147.34
'2019-06-03','ES0000012932',147.33
'2019-06-10','ES0000012932',147.28
'2019-06-17','ES0000012932',147.39
'2019-06-24','ES0000012932',147.41
'2019-07-01','ES0000012932',147.53
'2019-07-08','ES0000012932',147.61
'2019-07-15','ES0000012932',147.36
'2019-07-22','ES0000012932',147.36
'2019-07-29','ES0000012932',147.46
'2019-08-05','ES0000012932',147.35
'2019-08-12','ES0000012932',146.95
'2019-08-19','ES0000012932',147.57
'2019-08-26','ES0000012932',147.31
'2019-09-02','ES0000012932',147.52
'2019-09-09','ES0000012932',147.33
'2019-09-16','ES0000012932',147.57
'2019-09-23','ES0000012932',147.18
'2019-09-30','ES0000012932',147.35
'2019-10-07','ES0000012932',147.16
'2019-10-14','ES0000012932',147.11
'2019-10-21','ES0000012932',147.39
'2019-10-28','ES0000012932',147.42
'2019-11-04','ES0000012932',147.33
'2019-11-11','ES0000012932',147.21
'2019-11-18','ES0000012932',147.3
'2019-11-25','ES0000012932',147.27
'2019-12-02','ES0000012932',147.31
'2019-12-09','ES0000012932',147.12
'2019-12-16','ES0000012932',147.21
'2019-12-23','ES0000012932',147.25
'2019-12-30','ES0000012932',147.27
'2020-01-06','ES0000012932',147.26
'2020-01-13','ES0000012932',147.39
'2020-01-20','ES0000012932',147.23
'2020-01-27','ES0000012932',147.33
'2020-02-03','ES0000012932',147.33
'2020-02-10','ES0000012932',147.24
'2020-02-17','ES0000012932',147.29
'2020-02-24','ES0000012932',147.43
'2020-03-02','ES0000012932',147.48
'2020-03-09','ES0000012932',147.21
'2020-03-16','ES0000012932',147.35
'2020-03-23','ES0000012932',147.39
'2020-03-30','ES0000012932',147.13
'2020-04-06','ES0000012932',147.38
'2020-04-13','ES0000012932',146.58
'2020-04-20','ES0000012932',147.09
'2020-04-27','ES0000012932',147.66
'2020-05-04','ES0000012932',146.96
'2020-05-11','ES0000012932',147.26
'2020-05-18','ES0000012932',147.21
'2020-05-25','ES0000012932',147.13
'2020-06-01','ES0000012932',147.63
'2020-06-08','ES0000012932',147.12
'2020-06-15','ES0000012932',147.37
'2020-06-22','ES0000012932',147.49
'2020-06-29','ES0000012932',147.62
'2020-07-06','ES0000012932',147.21
'2020-07-13','ES0000012932',147.29
'2020-07-20','ES0000012932',147.37
'2020-07-27','ES0000012932',147.34
'2020-08-03','ES0000012932',147.36
'2020-08-10','ES0000012932',147.32
'2020-08-17','ES0000012932',147.29
'2020-08-24','ES0000012932',147.41
'2020-08-31','ES0000012932',147.31
'2020-09-07','ES0000012932',147.36
'2020-09-14','ES0000012932',147.19
'2020-09-21','ES0000012932',147.35
'2020-09-28','ES0000012932',147.18
'2020-10-05','ES0000012932',147.33
'2020-10-12','ES0000012932',147.41
'2020-10-19','ES0000012932',147.32
'2020-10-26','ES0000012932',147.32
'2020-11-02','ES0000012932',147.36
'2020-11-09','ES0000012932',147.37
'2020-11-16','ES0000012932',147.39
'2020-11-23','ES0000012932',147.19
'2020-11-30','ES0000012932',147.4
'2020-12-07','ES0000012932',147.33
'2020-12-14','ES0000012932',147.28
'2020-12-21','ES0000012932',147.39
'2020-12-29','ES0000012932',147.3
'2021-01-04','ES0000012932',147.24
'2021-01-11','ES0000012932',147.43
'2021-01-18','ES0000012932',147.17
'2021-01-25','ES0000012932',147.24
'2021-02-01','ES0000012932',147.34
'2021-02-08','ES0000012932',147.4
'2021-02-15','ES0000012932',147.26
'2021-02-22','ES0000012932',147.18
'2021-03-01','ES0000012932',147.33
'2021-03-08','ES0000012932',147.26
'2021-03-15','ES0000012932',147.22
'2021-03-22','ES0000012932',147.07
'2021-03-29','ES0000012932',147.19
'2021-04-05','ES0000012932',147.32
'2021-04-12','ES0000012932',147.41
'2021-04-19','ES0000012932',147.25
'2021-04-26','ES0000012932',147.37
'2021-05-03','ES0000012932',147.22
'2021-05-10','ES0000012932',147.21
'2021-05-17','ES0000012932',147.2
'2021-05-24','ES0000012932',147.29
'2021-05-31','ES0000012932',147.16
'2021-06-07','ES0000012932',147.25
'2021-06-14','ES0000012932',147.16
'2021-06-21','ES0000012932',147.35
'2021-06-28','ES0000012932',147.43
'2021-07-05','ES0000012932',147.32
'2021-07-12','ES0000012932',147.43
'2021-07-19','ES0000012932',147.2
'2021-07-26','ES0000012932',147.23
'2021-08-02','ES0000012932',147.46
'2021-08-09','ES0000012932',147.32
'2021-08-16','ES0000012932',147.38
'2021-08-23','ES0000012932',147.42
'2021-08-30','ES0000012932',147.31
'2021-09-06','ES0000012932',147.36
'2021-09-13','ES0000012932',147.33
'2021-09-20','ES0000012932',147.29
'2021-09-27','ES0000012932',147.17
'2021-10-04','ES0000012932',147.23
'2021-10-11','ES0000012932',147.28
'2021-10-18','ES0000012932',147.26
'2021-10-25','ES0000012932',147.21
'2021-11-01','ES0000012932',147.27
'2021-11-08','ES0000012932',147.23
'2021-11-15','ES0000012932',147.33
'2021-11-22','ES0000012932',147.21
'2021-11-29','ES0000012932',147.16
'2021-12-06','ES0000012932',147.57
'2021-12-13','ES0000012932',147.19
'2021-12-20','ES0000012932',147.39
'2021-12-28','ES0000012932',147.23
'2022-01-03','ES0000012932',147.41
'2022-01-10','ES0000012932',147.28
'2022-01-17','ES0000012932',147.34
'2022-01-24','ES0000012932',147.06
'2022-01-31','ES0000012932',147.2
'2022-02-07','ES0000012932',147.14
'2022-02-14','ES0000012932',147.32
'2022-02-21','ES0000012932',147.06
'2022-02-28','ES0000012932',147.21
'2022-03-07','ES0000012932',146.84
'2022-03-14','ES0000012932',147.0
'2022-03-21','ES0000012932',147.38
'2022-03-28','ES0000012932',147.27
'2022-04-04','ES0000012932',147.68
'2022-04-11','ES0000012932',146.87
'2022-04-19','ES0000012932',147.21
'2022-04-26','ES0000012932',147.11
'2022-05-02','ES0000012932',147.21
'2022-05-09','ES0000012932',146.98
'2022-05-16','ES0000012932',147.07
'2022-05-23','ES0000012932',147.11
'2022-05-30','ES0000012932',147.2
'2022-06-06','ES0000012932',146.93
'2022-06-14','ES0000012932',147.58
'2022-06-20','ES0000012932',147.2
'2022-06-27','ES0000012932',147.34
'2022-07-04','ES0000012932',146.75
'2022-07-11','ES0000012932',146.89
'2022-07-18','ES0000012932',147.37
'2022-07-25','ES0000012932',147.53
'2022-08-01','ES0000012932',147.62
'2022-08-08','ES0000012932',147.08
'2022-08-15','ES0000012932',147.52
'2022-08-22','ES0000012932',147.44
'2022-08-29','ES0000012932',147.74
'2022-09-05','ES0000012932',147.15
'2022-09-12','ES0000012932',147.2
'2022-09-19','ES0000012932',146.91
'2022-09-26','ES0000012932',147.04
'2022-10-03','ES0000012932',147.1
'2022-10-10','ES0000012932',147.1
'2022-10-17','ES0000012932',147.23
'2022-10-24','ES0000012932',147.0
'2022-10-31','ES0000012932',161.832
'2022-11-07','ES0000012932',147.11
'2022-11-14','ES0000012932',147.07
'2022-11-21','ES0000012932',147.25
'2022-11-28','ES0000012932',147.86
'2022-12-05','ES0000012932',147.03
'2022-12-12','ES0000012932',147.48
'2022-12-19','ES0000012932',147.56
'2022-12-27','ES0000012932',147.42
'2023-01-02','ES0000012932',147.42
'2023-01-09','ES0000012932',147.2
'2023-01-16','ES0000012932',146.81
'2023-01-23','ES0000012932',146.96
'2023-01-30','ES0000012932',147.03
'2023-02-06','ES0000012932',147.78
'2023-02-13','ES0000012932',147.46
'2023-02-20','ES0000012932',147.34
'2023-02-27','ES0000012932',147.15
'2023-03-06','ES0000012932',147.41
'2023-03-13','ES0000012932',147.08
'2023-03-20','ES0000012932',147.11
'2023-03-27','ES0000012932',147.19
'2023-04-03','ES0000012932',147.07
'2023-04-11','ES0000012932',147.57
'2023-04-17','ES0000012932',147.72
'2023-04-24','ES0000012932',147.34
'2023-05-01','ES0000012932',147.13
'2023-05-08','ES0000012932',147.41
'2023-05-15','ES0000012932',146.97
'2023-05-22','ES0000012932',147.26
'2023-05-29','ES0000012932',147.52
'2023-06-05','ES0000012932',147.27
'2023-06-13','ES0000012932',147.33
'2023-06-19','ES0000012932',147.13
'2023-06-26','ES0000012932',147.19
'2023-07-03','ES0000012932',147.73
'2023-07-10','ES0000012932',147.17
'2023-07-17','ES0000012932',147.31
'2023-07-24','ES0000012932',147.37
'2023-07-31','ES0000012932',147.21
'2023-08-07','ES0000012932',146.97
'2023-08-14','ES0000012932',147.49
'2023-08-21','ES0000012932',147.37
'2023-08-28','ES0000012932',147.22
'2023-08-31','ES0000012932',147.15
'2018-10-08','ES00000123X3',109.18
'2018-10-15','ES00000123X3',109.23
'2018-10-22','ES00000123X3',109.03
'2018-10-29','ES00000123X3',109.16
'2018-11-05','ES00000123X3',109.2
'2018-11-12','ES00000123X3',109.18
'2018-11-19','ES00000123X3',109.15
'2018-11-26','ES00000123X3',109.17
'2018-12-03','ES00000123X3',109.19
'2018-12-10','ES00000123X3',109.18
'2018-12-17','ES00000123X3',109.28
'2018-12-24','ES00000123X3',109.22
'2018-12-31','ES00000123X3',109.19
'2019-01-07','ES00000123X3',109.17
'2019-01-14','ES00000123X3',109.18
'2019-01-21','ES00000123X3',109.24
'2019-01-28','ES00000123X3',109.21
'2019-02-04','ES00000123X3',109.2
'2019-02-11','ES00000123X3',109.19
'2019-02-18','ES00000123X3',109.17
'2019-02-25','ES00000123X3',109.19
'2019-03-04','ES00000123X3',109.19
'2019-03-11','ES00000123X3',109.17
'2019-03-18','ES00000123X3',109.16
'2019-03-25','ES00000123X3',109.18
'2019-04-01','ES00000123X3',109.19
'2019-04-08','ES00000123X3',109.12
'2019-04-15','ES00000123X3',109.19
'2019-04-23','ES00000123X3',109.18
'2019-04-29','ES00000123X3',109.21
'2019-05-06','ES00000123X3',109.19
'2019-05-13','ES00000123X3',109.19
'2019-05-20','ES00000123X3',109.18
'2019-05-27','ES00000123X3',109.18
'2019-06-03','ES00000123X3',109.18
'2019-06-10','ES00000123X3',109.21
'2019-06-17','ES00000123X3',109.18
'2019-06-24','ES00000123X3',109.2
'2019-07-01','ES00000123X3',109.14
'2019-07-08','ES00000123X3',109.19
'2019-07-15','ES00000123X3',109.18
'2019-07-22','ES00000123X3',109.19
'2019-07-29','ES00000123X3',109.2
'2019-08-05','ES00000123X3',109.24
'2019-08-12','ES00000123X3',109.16
'2019-08-19','ES00000123X3',109.19
'2019-08-26','ES00000123X3',109.2
'2019-09-02','ES00000123X3',109.19
'2019-09-09','ES00000123X3',109.24
'2019-09-16','ES00000123X3',109.28
'2019-09-23','ES00000123X3',109.15
'2019-09-30','ES00000123X3',109.19
'2019-10-07','ES00000123X3',109.19
'2019-10-14','ES00000123X3',109.03
'2019-10-21','ES00000123X3',109.2
'2019-10-28','ES00000123X3',109.23
'2019-11-04','ES00000123X3',109.19
'2019-11-11','ES00000123X3',109.18
'2019-11-18','ES00000123X3',109.17
'2019-11-25','ES00000123X3',109.18
'2019-12-02','ES00000123X3',109.19
'2019-12-09','ES00000123X3',109.16
'2019-12-16','ES00000123X3',109.19
'2019-12-23','ES00000123X3',109.24
'2019-12-30','ES00000123X3',109.21
'2020-01-06','ES00000123X3',109.2
'2020-01-13','ES00000123X3',109.18
'2020-01-20','ES00000123X3',109.18
'2020-01-27','ES00000123X3',109.18
'2020-02-03','ES00000123X3',109.21
'2020-02-10','ES00000123X3',109.18
'2020-02-17','ES00000123X3',109.15
'2020-02-24','ES00000123X3',109.18
'2020-03-02','ES00000123X3',109.19
'2020-03-09','ES00000123X3',109.17
'2020-03-16','ES00000123X3',109.18
'2020-03-23','ES00000123X3',109.19
'2020-03-30','ES00000123X3',109.18
'2020-04-06','ES00000123X3',109.15
'2020-04-13','ES00000123X3',109.13
'2020-04-20','ES00000123X3',108.88
'2020-04-27','ES00000123X3',109.2
'2020-05-04','ES00000123X3',109.18
'2020-05-11','ES00000123X3',109.08
'2020-05-18','ES00000123X3',108.97
'2020-05-25','ES00000123X3',109.36
'2020-06-01','ES00000123X3',109.06
'2020-06-08','ES00000123X3',109.38
'2020-06-15','ES00000123X3',109.36
'2020-06-22','ES00000123X3',109.3
'2020-06-29','ES00000123X3',109.23
'2020-07-06','ES00000123X3',109.22
'2020-07-13','ES00000123X3',109.2
'2020-07-20','ES00000123X3',109.18
'2020-07-27','ES00000123X3',109.18
'2020-08-03','ES00000123X3',109.23
'2020-08-10','ES00000123X3',109.17
'2020-08-17','ES00000123X3',109.21
'2020-08-24','ES00000123X3',109.17
'2020-08-31','ES00000123X3',109.21
'2020-09-07','ES00000123X3',109.22
'2020-09-14','ES00000123X3',109.19
'2020-09-21','ES00000123X3',109.17
'2020-09-28','ES00000123X3',109.19
'2020-10-05','ES00000123X3',109.21
'2020-10-12','ES00000123X3',109.21
'2020-10-19','ES00000123X3',109.19
'2020-10-26','ES00000123X3',109.19
'2020-11-02','ES00000123X3',109.18
'2020-11-09','ES00000123X3',109.2
'2020-11-16','ES00000123X3',109.22
'2020-11-23','ES00000123X3',109.19
'2020-11-30','ES00000123X3',109.2
'2020-12-07','ES00000123X3',109.14
'2020-12-14','ES00000123X3',109.15
'2020-12-21','ES00000123X3',109.24
'2020-12-29','ES00000123X3',109.17
'2021-01-04','ES00000123X3',109.22
'2021-01-11','ES00000123X3',109.25
'2021-01-18','ES00000123X3',109.19
'2021-01-25','ES00000123X3',109.16
'2021-02-01','ES00000123X3',109.19
'2021-02-08','ES00000123X3',109.12
'2021-02-15','ES00000123X3',109.15
'2021-02-22','ES00000123X3',109.12
'2021-03-01','ES00000123X3',109.2
'2021-03-08','ES00000123X3',109.25
'2021-03-15','ES00000123X3',109.18
'2021-03-22','ES00000123X3',109.15
'2021-03-29','ES00000123X3',109.18
'2021-04-05','ES00000123X3',109.19
'2021-04-12','ES00000123X3',109.21
'2021-04-19','ES00000123X3',109.14
'2021-04-26','ES00000123X3',109.25
'2021-05-03','ES00000123X3',109.16
'2021-05-10','ES00000123X3',109.16
'2021-05-17','ES00000123X3',109.31
'2021-05-24','ES00000123X3',109.18
'2021-05-31','ES00000123X3',109.2
'2021-06-07','ES00000123X3',109.21
'2021-06-14','ES00000123X3',109.16
'2021-06-21','ES00000123X3',109.24
'2021-06-28','ES00000123X3',109.15
'2021-07-05','ES00000123X3',109.2
'2021-07-12','ES00000123X3',109.2
'2021-07-19','ES00000123X3',109.2
'2021-07-26','ES00000123X3',109.14
'2021-08-02','ES00000123X3',109.21
'2021-08-09','ES00000123X3',109.22
'2021-08-16','ES00000123X3',109.16
'2021-08-23','ES00000123X3',109.14
'2021-08-30','ES00000123X3',109.23
'2021-09-06','ES00000123X3',109.2
'2021-09-13','ES00000123X3',109.23
'2021-09-20','ES00000123X3',109.21
'2021-09-27','ES00000123X3',109.14
'2021-10-04','ES00000123X3',109.19
'2021-10-11','ES00000123X3',109.16
'2021-10-18','ES00000123X3',109.17
'2021-10-25','ES00000123X3',109.15
'2021-11-01','ES00000123X3',109.23
'2021-11-08','ES00000123X3',109.25
'2021-11-15','ES00000123X3',109.19
'2021-11-22','ES00000123X3',109.07
'2021-11-29','ES00000123X3',109.11
'2021-12-06','ES00000123X3',109.37
'2021-12-13','ES00000123X3',109.19
'2021-12-20','ES00000123X3',109.27
'2021-12-28','ES00000123X3',109.16
'2022-01-03','ES00000123X3',109.2
'2022-01-10','ES00000123X3',109.19
'2022-01-17','ES00000123X3',109.11
'2022-01-24','ES00000123X3',109.08
'2022-01-31','ES00000123X3',109.3
'2022-02-07','ES00000123X3',109.04
'2022-02-14','ES00000123X3',109.15
'2022-02-21','ES00000123X3',109.14
'2022-02-28','ES00000123X3',109.2
'2022-03-07','ES00000123X3',109.02
'2022-03-14','ES00000123X3',109.34
'2022-03-21','ES00000123X3',109.17
'2022-03-28','ES00000123X3',109.2
'2022-04-04','ES00000123X3',109.2
'2022-04-11','ES00000123X3',109.11
'2022-04-19','ES00000123X3',109.13
'2022-04-26','ES00000123X3',109.14
'2022-05-02','ES00000123X3',109.18
'2022-05-09','ES00000123X3',109.11
'2022-05-16','ES00000123X3',109.17
'2022-05-23','ES00000123X3',108.95
'2022-05-30','ES00000123X3',109.11
'2022-06-06','ES00000123X3',109.15
'2022-06-14','ES00000123X3',109.19
'2022-06-20','ES00000123X3',108.91
'2022-06-27','ES00000123X3',109.22
'2022-07-04','ES00000123X3',109.09
'2022-07-11','ES00000123X3',108.83
'2022-07-18','ES00000123X3',109.81
'2022-07-25','ES00000123X3',108.71
'2022-08-01','ES00000123X3',109.32
'2022-08-08','ES00000123X3',109.1
'2022-08-15','ES00000123X3',109.15
'2022-08-22','ES00000123X3',109.37
'2022-08-29','ES00000123X3',109.41
'2022-09-05','ES00000123X3',109.14
'2022-09-12','ES00000123X3',109.01
'2022-09-19','ES00000123X3',109.02
'2022-09-26','ES00000123X3',108.95
'2022-10-03','ES00000123X3',108.86
'2022-10-10','ES00000123X3',109.09
'2022-10-17','ES00000123X3',108.98
'2022-10-24','ES00000123X3',108.15
'2022-10-31','ES00000123X3',120.351
'2022-11-07','ES00000123X3',109.15
'2022-11-14','ES00000123X3',109.29
'2022-11-21','ES00000123X3',108.97
'2022-11-28','ES00000123X3',109.12
'2022-12-05','ES00000123X3',109.15
'2022-12-12','ES00000123X3',109.16
'2022-12-19','ES00000123X3',109.35
'2022-12-27','ES00000123X3',109.18
'2023-01-02','ES00000123X3',109.17
'2023-01-09','ES00000123X3',109.16
'2023-01-16','ES00000123X3',109.02
'2023-01-23','ES00000123X3',109.01
'2023-01-30','ES00000123X3',109.11
'2023-02-06','ES00000123X3',109.24
'2023-02-13','ES00000123X3',109.06
'2023-02-20','ES00000123X3',108.92
'2023-02-27','ES00000123X3',112.18
'2023-03-06','ES00000123X3',106.3
'2023-03-13','ES00000123X3',109.01
'2023-03-20','ES00000123X3',109.15
'2023-03-27','ES00000123X3',109.13
'2023-04-03','ES00000123X3',108.96
'2023-04-11','ES00000123X3',109.38
'2023-04-17','ES00000123X3',109.38
'2023-04-24','ES00000123X3',109.38
'2023-05-01','ES00000123X3',109.07
'2023-05-08','ES00000123X3',109.16
'2023-05-15','ES00000123X3',109.16
'2023-05-22','ES00000123X3',109.42
'2023-05-29','ES00000123X3',109.14
'2023-06-05','ES00000123X3',109.22
'2023-06-13','ES00000123X3',109.17
'2023-06-19','ES00000123X3',109.25
'2023-06-26','ES00000123X3',109.18
'2023-07-03','ES00000123X3',109.39
'2023-07-10','ES00000123X3',109.24
'2023-07-17','ES00000123X3',109.18
'2023-07-24','ES00000123X3',108.99
'2023-07-31','ES00000123X3',109.04
'2023-08-07','ES00000123X3',108.97
'2023-08-14','ES00000123X3',108.79
'2023-08-21','ES00000123X3',108.79
'2023-08-28','ES00000123X3',109.41
'2023-08-31','ES00000123X3',109.14
'2018-10-08','ES00000121S7',164.23
'2018-10-15','ES00000121S7',164.25
'2018-10-22','ES00000121S7',164.17
'2018-10-29','ES00000121S7',164.17
'2018-11-05','ES00000121S7',164.07
'2018-11-12','ES00000121S7',164.0
'2018-11-19','ES00000121S7',164.22
'2018-11-26','ES00000121S7',164.35
'2018-12-03','ES00000121S7',164.21
'2018-12-10','ES00000121S7',164.09
'2018-12-17','ES00000121S7',164.1
'2018-12-24','ES00000121S7',164.2
'2018-12-31','ES00000121S7',164.25
'2019-01-07','ES00000121S7',164.18
'2019-01-14','ES00000121S7',164.47
'2019-01-21','ES00000121S7',164.08
'2019-01-28','ES00000121S7',164.16
'2019-02-04','ES00000121S7',163.98
'2019-02-11','ES00000121S7',164.41
'2019-02-18','ES00000121S7',164.33
'2019-02-25','ES00000121S7',164.37
'2019-03-04','ES00000121S7',164.18
'2019-03-11','ES00000121S7',164.06
'2019-03-18','ES00000121S7',164.39
'2019-03-25','ES00000121S7',164.29
'2019-04-01','ES00000121S7',164.16
'2019-04-08','ES00000121S7',164.36
'2019-04-15','ES00000121S7',164.24
'2019-04-23','ES00000121S7',164.23
'2019-04-29','ES00000121S7',164.19
'2019-05-06','ES00000121S7',164.22
'2019-05-13','ES00000121S7',164.32
'2019-05-20','ES00000121S7',164.18
'2019-05-27','ES00000121S7',164.23
'2019-06-03','ES00000121S7',164.25
'2019-06-10','ES00000121S7',164.15
'2019-06-17','ES00000121S7',164.29
'2019-06-24','ES00000121S7',164.3
'2019-07-01','ES00000121S7',164.44
'2019-07-08','ES00000121S7',164.58
'2019-07-15','ES00000121S7',164.31
'2019-07-22','ES00000121S7',164.28
'2019-07-29','ES00000121S7',164.39
'2019-08-05','ES00000121S7',164.24
'2019-08-12','ES00000121S7',163.78
'2019-08-19','ES00000121S7',164.49
'2019-08-26','ES00000121S7',164.19
'2019-09-02','ES00000121S7',164.44
'2019-09-09','ES00000121S7',164.24
'2019-09-16','ES00000121S7',164.52
'2019-09-23','ES00000121S7',164.01
'2019-09-30','ES00000121S7',164.25
'2019-10-07','ES00000121S7',163.99
'2019-10-14','ES00000121S7',163.97
'2019-10-21','ES00000121S7',164.29
'2019-10-28','ES00000121S7',164.35
'2019-11-04','ES00000121S7',164.21
'2019-11-11','ES00000121S7',164.1
'2019-11-18','ES00000121S7',164.19
'2019-11-25','ES00000121S7',164.15
'2019-12-02','ES00000121S7',164.21
'2019-12-09','ES00000121S7',163.98
'2019-12-16','ES00000121S7',164.08
'2019-12-23','ES00000121S7',164.13
'2019-12-30','ES00000121S7',164.14
'2020-01-06','ES00000121S7',164.14
'2020-01-13','ES00000121S7',164.3
'2020-01-20','ES00000121S7',164.1
'2020-01-27','ES00000121S7',164.22
'2020-02-03','ES00000121S7',164.21
'2020-02-10','ES00000121S7',164.13
'2020-02-17','ES00000121S7',164.15
'2020-02-24','ES00000121S7',164.39
'2020-03-02','ES00000121S7',164.4
'2020-03-09','ES00000121S7',164.08
'2020-03-16','ES00000121S7',164.25
'2020-03-23','ES00000121S7',164.31
'2020-03-30','ES00000121S7',164.01
'2020-04-06','ES00000121S7',164.29
'2020-04-13','ES00000121S7',163.46
'2020-04-20','ES00000121S7',163.93
'2020-04-27','ES00000121S7',164.54
'2020-05-04','ES00000121S7',163.81
'2020-05-11','ES00000121S7',164.14
'2020-05-18','ES00000121S7',164.12
'2020-05-25','ES00000121S7',164.01
'2020-06-01','ES00000121S7',164.5
'2020-06-08','ES00000121S7',163.94
'2020-06-15','ES00000121S7',164.28
'2020-06-22','ES00000121S7',164.38
'2020-06-29','ES00000121S7',164.54
'2020-07-06','ES00000121S7',164.04
'2020-07-13','ES00000121S7',164.22
'2020-07-20','ES00000121S7',164.27
'2020-07-27','ES00000121S7',164.2
'2020-08-03','ES00000121S7',164.28
'2020-08-10','ES00000121S7',164.21
'2020-08-17','ES00000121S7',164.16
'2020-08-24','ES00000121S7',164.34
'2020-08-31','ES00000121S7',164.19
'2020-09-07','ES00000121S7',164.26
'2020-09-14','ES00000121S7',164.07
'2020-09-21','ES00000121S7',164.23
'2020-09-28','ES00000121S7',164.04
'2020-10-05','ES00000121S7',164.21
'2020-10-12','ES00000121S7',164.33
'2020-10-19','ES00000121S7',164.21
'2020-10-26','ES00000121S7',164.21
'2020-11-02','ES00000121S7',164.25
'2020-11-09','ES00000121S7',164.27
'2020-11-16','ES00000121S7',164.29
'2020-11-23','ES00000121S7',164.04
'2020-11-30','ES00000121S7',164.31
'2020-12-07','ES00000121S7',164.21
'2020-12-14','ES00000121S7',164.17
'2020-12-21','ES00000121S7',164.28
'2020-12-29','ES00000121S7',164.18
'2021-01-04','ES00000121S7',164.11
'2021-01-11','ES00000121S7',164.35
'2021-01-18','ES00000121S7',164.04
'2021-01-25','ES00000121S7',164.14
'2021-02-01','ES00000121S7',164.24
'2021-02-08','ES00000121S7',164.27
'2021-02-15','ES00000121S7',164.15
'2021-02-22','ES00000121S7',164.04
'2021-03-01','ES00000121S7',164.2
'2021-03-08','ES00000121S7',164.14
'2021-03-15','ES00000121S7',164.1
'2021-03-22','ES00000121S7',163.92
'2021-03-29','ES00000121S7',164.07
'2021-04-05','ES00000121S7',164.19
'2021-04-12','ES00000121S7',164.3
'2021-04-19','ES00000121S7',164.12
'2021-04-26','ES00000121S7',164.26
'2021-05-03','ES00000121S7',164.1
'2021-05-10','ES00000121S7',164.07
'2021-05-17','ES00000121S7',164.15
'2021-05-24','ES00000121S7',164.19
'2021-05-31','ES00000121S7',164.01
'2021-06-07','ES00000121S7',164.12
'2021-06-14','ES00000121S7',164.04
'2021-06-21','ES00000121S7',164.26
'2021-06-28','ES00000121S7',164.32
'2021-07-05','ES00000121S7',164.21
'2021-07-12','ES00000121S7',164.32
